text,label
???? Witnessed a neighborhood birthday parade for a kid. So touching to see the community spirit. #HappyBirthday,positive
"preventing #Covid-19 expansion, please use #masks.
$0.25/pc.
We are living today a period which is combining #healtchallenges and low-level petrol prices. https://t.co/E0VyYAwK9q",neutral
"Interesting article discussing the impact #COVID19 is having on older diners. Less inclined to utilize off-premise channels, operators are scrambling to reach this demographic which is responsible for over 1/3 of #restaurant industry traffic. @FSRmag 

https://t.co/fjjA0HNi2i",extremely positive
AI and data analytics playing a crucial role in pandemic response is a big win for tech innovation. ???? #TechForGood #DataScience,extremely positive
Telemedicine is on the rise as the pandemic continues. Healthcare goes digital. #Telemedicine #HealthcareInnovation,neutral
"Just went to Fiesta Supermarket &amp; it was scary! The store was filled w/people, some had masks on, some had gloves. Others used clothes to cover their mouths/noses. Some shelves were empty &amp; most items had a limit of 1 per purchase. The checkout lines were so long! #coronavirus",negative
Angry at the world today. COVID-19 has brought out selfishness I never knew existed. #COVID19Frustration,extremely negative
"There will be no trading and clearing and settlement at the PSE/SCCP tomorrow, March 17, 2020, until further notice, due to the enhanced community quarantine implemented in Luzon. https://t.co/V7zUiTMCiR",negative
Thank you Thank you Thank you to Port House Grill and Weaver s Liquors for the combined effort to provide our local volunteer fire companies and with homemade hand sanitizer So awesome,extremely positive
"During the boil water notice (Sept 28, 2019), Laredoans flocked to stores to buy bottled water. HEB set limits on water.

With Covid 19, people started buying up toilet paper &amp; water. Now there's a rush for food. 

How will we act in the next panic?",negative
Local businesses adapting to serve their communities are super inspiring. #SupportLocal,positive
"To go to the supermarket or not to go? That is the Covid-19 question. 
All this isolation is having an affect on me. It????s a race against time as we try to arrest the virus that is turning humans into anti-social, self-absorbed, toilet-paper hoarding zombies ????",extremely negative
"#Cheerios maker @GeneralMills on Wednesday raised its adjusted profit growth forecast for 2020, boosted by higher demand for its #packaged products as people stockpile essential food supplies in the midst of the #coronavirus outbreak. https://t.co/bD8DzNIm1l",extremely positive
"#Covid_19 #COVID19au Pumping #money into #economy, lowering interest rates is not going to solve #economic problem. People are losing their #jobs and are not #earning.. They are drawing funds from the banks to buy food. Government actions have stopped demand for non-essentials",extremely negative
"At the best of times I can????t stand anyone near or next to me in the supermarket isle looking at the same products on a shelf. Now it????s a nightmare. I end up having to leave and loop back when they are gone. Anyway, good for another week. Relax. #coronavirus",extremely positive
"Gas prices are low, and the only place I get to go is work! #coronavirus #coronatime #stillgottawork #COVID19",negative
Mental health matters: Tips for coping with stress during the pandemic. #MentalHealthAwareness #StayWell,neutral
Watching cities transform to be more pedestrian and cyclist-friendly is a positive step for our future. ??????????????????????? #SustainableCities,positive
Feeling helpless as I watch the virus impact the most vulnerable in society. #COVID19Crisis,extremely negative
Virtual travel experiences are opening a whole new world from home. #TravelFromHome #VirtualExploration,positive
Our local community's effort in setting up a resource sharing platform is heartwarming. United we stand! ???? #CommunityLove #TogetherWeCan,extremely positive
The COVID 19 emergency has a good news the lowering of the global But do you remember what happened just a few months ago Take a look together with the KPI6 reports in collaboration with,negative
Politicians playing blame games while people suffer. This isn??t a game. #COVID19politics,extremely negative
"COVID-19 scams are rising, and people are losing millions. This is outrageous. #COVID19scams",extremely negative
Loving the innovative home-schooling solutions parents and kids are coming up with. Learning can happen anywhere! ???????? #HomeSchooling #COVID19,positive
Loving the quiet streets and listening to the birds. Nature??s symphony! #QuietStreets #NatureSounds,positive
"The UK's biggest supermarket has become the latest grocer to limit the number of products customers can buy in stores, as it tries to cope with the huge demand from the Covid-19 outbreak. Story: https://t.co/Ap6jjeFfRE https://t.co/P7RFHCQWd9",positive
@piersmorgan you need to show the clip of the Chinese woman who had coronavirus and was caught spitting on fruit in a supermarket #coronavirus #Moronavirus,neutral
Witnessing fashion brands pivot to making masks is the kind of innovation we need more of. Fashion meets function! #MaskUp #FashionForGood,extremely positive
New policies in response to the pandemic are emerging daily. Keeping an eye on these changes. #COVID19Policies #StayUpdated,neutral
I wonder how impressed Boris Yeltsin would be with an American supermarket on 3 20 2020? #Covid_19,positive
Analyzing government responses to COVID-19 ?? what??s working and what??s not. #GovernmentResponse #PandemicPolicy,neutral
"Can surging demand for gold and silver last? COVID-19 lockdowns threaten sales, prices ???? Kitco NEWS https://t.co/z86BvtgYFJ",negative
"Check this @McKinsey roundtable w/ tactical advice from China's leading retail execs re: how they lessened COVID19's impact on people &amp; businesses.

Click to read: https://t.co/l68X8Es9bf

#mckinsey #consulting #leadership #covid19 #china",neutral
How do vulnerable people get food when all the supermarket delivery services are not available? Is there help for them? #COVID2019,positive
"Global consumer products giant Unilever gets it right in their communication to all employees ... with the MUSTS and MUST NOT do guidance during #covid19 #coronaviruspandemic 

Note:  This was from March 13th so they may have likel????https://t.co/kSJvaGqrcL https://t.co/0MSDPnMuTq",neutral
Contactless payments have made shopping so much safer and easier. A big win for financial tech innovation! ???? #Fintech,extremely positive
The government's response to this pandemic has been less than satisfactory. We need better leadership. #GovernmentResponse #COVID19,negative
???? Loving how cities are becoming greener and more pedestrian-friendly. More space for us and nature! #UrbanInnovation,extremely positive
"Stuck working from home with a secure income? Empty supermarket shelves? Treat yourself to take aways, support local businesses, buy your mates presents, so independent businesses stand a chance to make it through this #COVID2019 pandemic https://t.co/ntIqIdRvkI",extremely positive
"Interesting to see shifts in consumer's buying behaviour changes overnight becos of #coronavirus #covid19

https://t.co/VfFgZo16BG",positive
Cops in my city Not Detroit here in Michigan enforcing social distance codes at grocery store Adjacent majority White City no enforcement I guess according to the Surgeon Gen Us black folk can t do nothing right Like white ppl don t drink amp smoke,negative
"Hakim Optical has kept a close eye on the COVID-19 situation as it has developed, and we are officially announcing the closing of our retail locations for the next three weeks, starting this Friday, March 20, 2020.

Full details: https://t.co/9eqmwWoGMp https://t.co/G74Oblwu8K",neutral
#Coronavirus: what to do when going to the supermarket. @ISPUP #ISPUP #Covid-19 #Covid19PT https://t.co/GvoVTE56vl,neutral
Food Industry Shifts Under Surge in Online Demand increased demand for industrial cold storage space via,neutral
